trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1315,False,"{'a': 0.1, 'e': 0.2682977416984112}",20,9,-48.40006848434996,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 1}",1
1316,False,"{'a': 0.1, 'e': 0.26802944395671274}",30,1,3.0082380737174885,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 0}",1
1317,False,"{'a': 0.1, 'e': 0.26776141451275604}",20,2,20.621311998315846,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1318,False,"{'a': 0.1, 'e': 0.2674936530982433}",20,0,6.71707329621288,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1319,False,"{'a': 0.1, 'e': 0.26722615944514505}",30,0,43.18948594720143,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1320,False,"{'a': 0.1, 'e': 0.2669589332856999}",25,5,39.870527677211854,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1321,False,"{'a': 0.1, 'e': 0.2666919743524142}",30,0,17.394323533134997,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
1322,False,"{'a': 0.1, 'e': 0.2664252823780618}",20,0,13.708337214745045,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1323,False,"{'a': 0.1, 'e': 0.2661588570956837}",30,22,9.31667171454571,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1324,False,"{'a': 0.1, 'e': 0.2658926982385881}",20,9,4.318819553835137,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
1325,False,"{'a': 0.1, 'e': 0.26562680554034945}",20,13,-0.4506331104546326,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1326,False,"{'a': 0.1, 'e': 0.26536117873480913}",20,10,18.490732924421287,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1327,False,"{'a': 0.1, 'e': 0.2650958175560743}",20,0,8.64405205025694,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1328,False,"{'a': 0.1, 'e': 0.26483072173851824}",20,13,13.257186676125219,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1329,False,"{'a': 0.1, 'e': 0.2645658910167797}",20,0,-90.711077253155,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
1330,False,"{'a': 0.1, 'e': 0.26430132512576293}",20,9,8.569270285113028,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1331,False,"{'a': 0.1, 'e': 0.26403702380063715}",20,11,0.048819639615054644,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
1332,False,"{'a': 0.1, 'e': 0.2637729867768365}",35,16,7.315899550510174,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
1333,False,"{'a': 0.1, 'e': 0.2635092137900597}",25,15,-4.120647584391937,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1334,False,"{'a': 0.1, 'e': 0.2632457045762696}",20,0,-9.403013366202362,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
1335,False,"{'a': 0.1, 'e': 0.26298245887169336}",20,5,5.276269305398445,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1336,False,"{'a': 0.1, 'e': 0.2627194764128217}",25,13,-2.8034935508440357,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1337,False,"{'a': 0.1, 'e': 0.26245675693640885}",20,10,-27.398644324104293,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1338,False,"{'a': 0.1, 'e': 0.26219430017947243}",20,2,12.434341457959114,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
1339,False,"{'a': 0.1, 'e': 0.26193210587929294}",30,7,35.80613482577026,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1340,False,"{'a': 0.1, 'e': 0.2616701737734137}",25,9,-22.54709725172086,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
1341,False,"{'a': 0.1, 'e': 0.26140850359964024}",30,18,23.439049109609417,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1342,False,"{'a': 0.1, 'e': 0.2611470950960406}",25,0,-3.6058881467790243,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
1343,False,"{'a': 0.1, 'e': 0.26088594800094456}",20,0,5.871567042432064,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1344,False,"{'a': 0.1, 'e': 0.2606250620529436}",25,0,-68.46656074526217,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
1345,False,"{'a': 0.1, 'e': 0.2603644369908907}",20,13,0.6993483443893436,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1346,False,"{'a': 0.1, 'e': 0.2601040725538998}",25,12,25.06745295139041,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1347,False,"{'a': 0.1, 'e': 0.2598439684813459}",25,7,20.420493107251204,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1348,False,"{'a': 0.1, 'e': 0.25958412451286456}",25,14,18.213158242293474,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1349,False,"{'a': 0.1, 'e': 0.2593245403883517}",20,14,4.653683463805034,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1350,False,"{'a': 0.1, 'e': 0.2590652158479633}",25,20,9.15857794706691,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1351,False,"{'a': 0.1, 'e': 0.2588061506321154}",20,13,15.494375375715435,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1352,False,"{'a': 0.1, 'e': 0.25854734448148325}",20,7,23.42680796484813,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1353,False,"{'a': 0.1, 'e': 0.25828879713700176}",20,11,16.053347602711256,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1354,False,"{'a': 0.1, 'e': 0.2580305083398648}",20,0,-102.70444914760485,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 3}",1
1355,False,"{'a': 0.1, 'e': 0.2577724778315249}",30,16,12.432345655650456,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1356,False,"{'a': 0.1, 'e': 0.25751470535369336}",20,0,6.321262514421535,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1357,False,"{'a': 0.1, 'e': 0.2572571906483397}",20,11,-0.5891862466430613,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
1358,False,"{'a': 0.1, 'e': 0.25699993345769134}",25,15,8.484545974811793,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1359,False,"{'a': 0.1, 'e': 0.25674293352423366}",20,8,-0.22153719647246017,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1360,False,"{'a': 0.1, 'e': 0.25648619059070943}",25,13,11.328006945919398,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1361,False,"{'a': 0.1, 'e': 0.2562297044001187}",20,13,12.53837206398575,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1362,False,"{'a': 0.1, 'e': 0.2559734746957186}",25,11,-1.2406483390506766,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1363,False,"{'a': 0.1, 'e': 0.2557175012210229}",25,15,-37.14256306692433,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
1364,False,"{'a': 0.1, 'e': 0.2554617837198018}",20,12,-4.616510098829275,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
1365,False,"{'a': 0.1, 'e': 0.25520632193608206}",35,13,24.693175522149875,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1366,False,"{'a': 0.1, 'e': 0.25495111561414596}",25,14,8.28703069173635,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1367,False,"{'a': 0.1, 'e': 0.25469616449853183}",20,16,7.832992688626371,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1368,False,"{'a': 0.1, 'e': 0.2544414683340333}",25,0,13.666235499958084,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
1369,False,"{'a': 0.1, 'e': 0.2541870268656993}",20,10,-22.46027752870874,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1370,False,"{'a': 0.1, 'e': 0.2539328398388336}",25,18,10.048354653365765,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1371,False,"{'a': 0.1, 'e': 0.2536789069989947}",30,0,-16.263931318078853,"{0: 25, 1: 0, 2: 5, 3: 0, 4: 0}",0
1372,False,"{'a': 0.1, 'e': 0.25342522809199575}",20,10,-22.238123834289254,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1373,False,"{'a': 0.1, 'e': 0.2531718028639037}",20,3,-13.633786991845646,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
1374,False,"{'a': 0.1, 'e': 0.25291863106103984}",25,14,20.241469771224324,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1375,False,"{'a': 0.1, 'e': 0.25266571242997876}",25,13,1.4156465981589363,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1376,False,"{'a': 0.1, 'e': 0.25241304671754883}",20,2,23.435372648816763,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1377,False,"{'a': 0.1, 'e': 0.25216063367083125}",25,17,2.518209921968091,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1378,False,"{'a': 0.1, 'e': 0.2519084730371604}",20,0,-19.120236770390676,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
1379,False,"{'a': 0.1, 'e': 0.2516565645641233}",30,10,-31.73341159518966,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
1380,False,"{'a': 0.1, 'e': 0.25140490799955917}",25,11,12.463309476758687,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1381,False,"{'a': 0.1, 'e': 0.2511535030915596}",30,14,33.21167176055894,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1382,False,"{'a': 0.1, 'e': 0.250902349588468}",30,15,22.68406054740194,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1383,False,"{'a': 0.1, 'e': 0.25065144723887955}",20,10,8.353601908924789,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1384,False,"{'a': 0.1, 'e': 0.25040079579164065}",30,16,2.639613155797167,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1385,False,"{'a': 0.1, 'e': 0.250150394995849}",20,13,12.043311612509589,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1386,False,"{'a': 0.1, 'e': 0.2499002446008532}",20,15,10.460756654671899,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1387,False,"{'a': 0.1, 'e': 0.24965034435625233}",35,0,22.847569354797617,"{0: 32, 1: 0, 2: 3, 3: 0, 4: 0}",0
1388,False,"{'a': 0.1, 'e': 0.24940069401189607}",20,2,32.37213920792532,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1389,False,"{'a': 0.1, 'e': 0.2491512933178842}",20,9,-1.6604760604735778,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1390,False,"{'a': 0.1, 'e': 0.2489021420245663}",30,13,-56.35949095043626,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 2}",1
1391,False,"{'a': 0.1, 'e': 0.24865323988254173}",20,2,15.885198267191615,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1392,False,"{'a': 0.1, 'e': 0.2484045866426592}",20,0,-31.379990378625813,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
1393,False,"{'a': 0.1, 'e': 0.24815618205601653}",25,13,8.638794669684955,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1394,False,"{'a': 0.1, 'e': 0.24790802587396052}",20,0,-1.2930266256320926,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
1395,False,"{'a': 0.1, 'e': 0.24766011784808656}",35,0,-51.7283389802803,"{0: 30, 1: 1, 2: 1, 3: 2, 4: 1}",0
1396,False,"{'a': 0.1, 'e': 0.24741245773023846}",25,15,-6.391800882837055,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1397,False,"{'a': 0.1, 'e': 0.24716504527250824}",25,0,2.692241826516141,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
1398,False,"{'a': 0.1, 'e': 0.2469178802272357}",25,15,-25.639653249206177,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1399,False,"{'a': 0.1, 'e': 0.24667096234700847}",30,20,-36.30003105083566,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
1400,False,"{'a': 0.1, 'e': 0.2464242913846615}",20,3,-6.7078674034492884,"{0: 14, 1: 2, 2: 0, 3: 1, 4: 0}",1
1401,False,"{'a': 0.1, 'e': 0.24617786709327683}",30,20,3.715948934709121,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1402,False,"{'a': 0.1, 'e': 0.24593168922618353}",30,14,28.526495542820687,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1403,False,"{'a': 0.1, 'e': 0.24568575753695734}",30,18,-7.917413557823964,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
1404,False,"{'a': 0.1, 'e': 0.2454400717794204}",20,6,9.56654194144066,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1405,False,"{'a': 0.1, 'e': 0.24519463170764097}",25,3,-5.3848186766725545,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
1406,False,"{'a': 0.1, 'e': 0.24494943707593334}",30,15,16.96894132061272,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1407,False,"{'a': 0.1, 'e': 0.2447044876388574}",20,4,14.190529317584156,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1408,False,"{'a': 0.1, 'e': 0.24445978315121855}",30,14,6.100038563995223,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
1409,False,"{'a': 0.1, 'e': 0.2442153233680673}",25,14,7.856205288596807,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1410,False,"{'a': 0.1, 'e': 0.24397110804469926}",30,16,27.210673139874103,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1411,False,"{'a': 0.1, 'e': 0.24372713693665454}",35,19,19.441818431451708,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1412,False,"{'a': 0.1, 'e': 0.2434834097997179}",30,13,5.8830083854661845,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1413,False,"{'a': 0.1, 'e': 0.24323992638991818}",20,5,-50.2072960586344,"{0: 8, 1: 3, 2: 3, 3: 1, 4: 0}",1
1414,False,"{'a': 0.1, 'e': 0.24299668646352826}",25,3,-29.659826765578394,"{0: 17, 1: 0, 2: 4, 3: 1, 4: 0}",1
1415,False,"{'a': 0.1, 'e': 0.24275368977706474}",20,7,-38.63751198638688,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
1416,False,"{'a': 0.1, 'e': 0.24251093608728766}",20,0,-8.554420970562894,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
1417,False,"{'a': 0.1, 'e': 0.2422684251512004}",20,4,26.97915642414011,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1418,False,"{'a': 0.1, 'e': 0.24202615672604919}",20,12,-1.0351854535101623,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1419,False,"{'a': 0.1, 'e': 0.24178413056932313}",30,8,-1.5566070838497068,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 0}",1
1420,False,"{'a': 0.1, 'e': 0.2415423464387538}",30,19,-32.99385768548094,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
1421,False,"{'a': 0.1, 'e': 0.24130080409231505}",25,12,-4.192944363341495,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
1422,False,"{'a': 0.1, 'e': 0.24105950328822273}",20,10,19.371295784756523,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1423,False,"{'a': 0.1, 'e': 0.24081844378493453}",25,11,-14.589370242262572,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
1424,False,"{'a': 0.1, 'e': 0.24057762534114957}",35,7,-44.692846386246615,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 2}",1
1425,False,"{'a': 0.1, 'e': 0.24033704771580844}",30,14,-11.120482626661028,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
1426,False,"{'a': 0.1, 'e': 0.24009671066809263}",20,9,13.852045798356905,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1427,False,"{'a': 0.1, 'e': 0.23985661395742452}",25,12,20.31491503278502,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1428,False,"{'a': 0.1, 'e': 0.2396167573434671}",20,9,7.793763104670125,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1429,False,"{'a': 0.1, 'e': 0.23937714058612364}",20,0,-40.43106259100015,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
1430,False,"{'a': 0.1, 'e': 0.23913776344553753}",25,0,7.600679496678163,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
1431,False,"{'a': 0.1, 'e': 0.23889862568209197}",25,20,9.248327645022943,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1432,False,"{'a': 0.1, 'e': 0.2386597270564099}",20,13,1.1273058969095293,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1433,False,"{'a': 0.1, 'e': 0.23842106732935348}",25,16,13.69090318542825,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1434,False,"{'a': 0.1, 'e': 0.23818264626202412}",25,19,12.84203262763753,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1435,False,"{'a': 0.1, 'e': 0.2379444636157621}",20,10,-4.719708741102405,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1436,False,"{'a': 0.1, 'e': 0.23770651915214633}",30,12,-3.55367074262289,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
1437,False,"{'a': 0.1, 'e': 0.2374688126329942}",20,13,14.588842133090553,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1438,False,"{'a': 0.1, 'e': 0.2372313438203612}",20,12,16.49427980346845,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1439,False,"{'a': 0.1, 'e': 0.23699411247654084}",25,15,-14.05968123084009,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
1440,False,"{'a': 0.1, 'e': 0.2367571183640643}",25,14,9.114793316055046,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1441,False,"{'a': 0.1, 'e': 0.23652036124570022}",30,12,31.00596224093536,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1442,False,"{'a': 0.1, 'e': 0.23628384088445453}",25,15,15.986880641409476,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1443,False,"{'a': 0.1, 'e': 0.23604755704357008}",20,3,28.177251601140828,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1444,False,"{'a': 0.1, 'e': 0.2358115094865265}",20,9,22.71209044287419,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1445,False,"{'a': 0.1, 'e': 0.23557569797703998}",25,2,-57.911880526805845,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 1}",1
1446,False,"{'a': 0.1, 'e': 0.23534012227906292}",20,0,-25.927264225426367,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
1447,False,"{'a': 0.1, 'e': 0.23510478215678388}",30,11,1.694549605382304,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 0}",1
1448,False,"{'a': 0.1, 'e': 0.23486967737462708}",30,11,22.804500978732385,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1449,False,"{'a': 0.1, 'e': 0.23463480769725245}",20,13,14.10658026950407,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1450,False,"{'a': 0.1, 'e': 0.2344001728895552}",30,18,-8.757664294077214,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
1451,False,"{'a': 0.1, 'e': 0.23416577271666567}",20,10,5.791725415032296,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1452,False,"{'a': 0.1, 'e': 0.233931606943949}",20,15,10.090735919959894,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1453,False,"{'a': 0.1, 'e': 0.23369767533700503}",20,5,17.49222151536417,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1454,False,"{'a': 0.1, 'e': 0.23346397766166804}",30,4,12.894796437441308,"{0: 24, 1: 0, 2: 1, 3: 1, 4: 0}",1
1455,False,"{'a': 0.1, 'e': 0.23323051368400635}",25,5,12.70753121308683,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
1456,False,"{'a': 0.1, 'e': 0.23299728317032237}",30,4,25.52392917566175,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 0}",1
1457,False,"{'a': 0.1, 'e': 0.23276428588715203}",30,8,40.54179925088921,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1458,False,"{'a': 0.1, 'e': 0.2325315216012649}",25,11,7.2130547103672535,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1459,False,"{'a': 0.1, 'e': 0.23229899007966362}",20,7,11.65860115468467,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1460,False,"{'a': 0.1, 'e': 0.23206669108958394}",35,25,19.429585550986086,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1461,False,"{'a': 0.1, 'e': 0.23183462439849437}",30,17,18.808835312567787,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1462,False,"{'a': 0.1, 'e': 0.23160278977409587}",20,14,10.510217992706396,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1463,False,"{'a': 0.1, 'e': 0.23137118698432177}",20,2,30.061948332337533,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1464,False,"{'a': 0.1, 'e': 0.23113981579733744}",20,8,21.915896449509543,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1465,False,"{'a': 0.1, 'e': 0.2309086759815401}",20,8,-6.658875484563961,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
1466,False,"{'a': 0.1, 'e': 0.23067776730555858}",25,0,4.868873938270799,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
1467,False,"{'a': 0.1, 'e': 0.23044708953825302}",20,4,-110.90210316788111,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 3}",1
1468,False,"{'a': 0.1, 'e': 0.23021664244871476}",20,9,22.96047232740405,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1469,False,"{'a': 0.1, 'e': 0.22998642580626605}",20,6,-57.184589787609845,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
1470,False,"{'a': 0.1, 'e': 0.22975643938045978}",20,10,20.713891149854668,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1471,False,"{'a': 0.1, 'e': 0.22952668294107934}",25,0,31.476868275200403,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1472,False,"{'a': 0.1, 'e': 0.22929715625813823}",25,7,29.11144522259833,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1473,False,"{'a': 0.1, 'e': 0.2290678591018801}",20,13,13.729225047632207,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1474,False,"{'a': 0.1, 'e': 0.22883879124277823}",30,8,26.124193035213853,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1475,False,"{'a': 0.1, 'e': 0.22860995245153545}",20,0,-32.90572030232073,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
1476,False,"{'a': 0.1, 'e': 0.2283813424990839}",20,11,-8.827449275611176,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
1477,False,"{'a': 0.1, 'e': 0.22815296115658482}",25,2,-45.074415769932756,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 2}",1
1478,False,"{'a': 0.1, 'e': 0.22792480819542824}",25,11,0.4561833179776478,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1479,False,"{'a': 0.1, 'e': 0.22769688338723282}",30,17,0.12164034526296263,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
1480,False,"{'a': 0.1, 'e': 0.2274691865038456}",30,8,18.15671474423521,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
1481,False,"{'a': 0.1, 'e': 0.22724171731734175}",25,20,9.928129950452663,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1482,False,"{'a': 0.1, 'e': 0.22701447560002438}",35,10,9.191216664812801,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",1
1483,False,"{'a': 0.1, 'e': 0.22678746112442438}",20,13,2.6474899163920664,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1484,False,"{'a': 0.1, 'e': 0.22656067366329993}",25,11,23.650870022397275,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1485,False,"{'a': 0.1, 'e': 0.22633411298963665}",25,14,2.7506023370588535,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1486,False,"{'a': 0.1, 'e': 0.22610777887664701}",20,10,16.417774626040895,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1487,False,"{'a': 0.1, 'e': 0.22588167109777035}",20,0,19.247736873794825,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1488,False,"{'a': 0.1, 'e': 0.22565578942667258}",30,15,5.276314633903416,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
1489,False,"{'a': 0.1, 'e': 0.22543013363724593}",20,0,24.421729059744887,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1490,False,"{'a': 0.1, 'e': 0.22520470350360866}",20,0,-20.619167467695256,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
1491,False,"{'a': 0.1, 'e': 0.22497949880010507}",30,0,-41.478145594505534,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
1492,False,"{'a': 0.1, 'e': 0.22475451930130497}",25,7,17.807668765110357,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1493,False,"{'a': 0.1, 'e': 0.22452976478200365}",25,0,-53.83938584251731,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
1494,False,"{'a': 0.1, 'e': 0.22430523501722166}",20,10,11.510206868010588,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1495,False,"{'a': 0.1, 'e': 0.22408092978220442}",30,22,16.304430021772326,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1496,False,"{'a': 0.1, 'e': 0.2238568488524222}",20,14,10.915331441443891,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
